CmpdID,neuSmi,y_true,y_pre
3494,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CN(CCc2ccc(Cl)c(Cl)c2)Cc2ccccc2)cc1,6.37,6.049771786
6807,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C#Cc1nn(C2CCN(C)CC2)c2ncnc(N)c12,6.22,5.561699867
5976,COc1cccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)n1,5.99,6.165538311
10166,CCC(Cl)CCl,4,4.074284554
9868,Cc1ccc(O)cc1,4,4.00224781
9252,CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,4,3.983673334
981,Cc1ncoc1-c1nnc(SCCCN2CC3CCN(c4cccc(F)c4)C3C2)n1C,6.6,5.781197548
2471,c1cnc2c(N3CCN(CCCc4ccc(OCCCN5CCCCCC5)cc4)CC3)cccc2c1,6,5.558685303
710,COc1cnc2ccc(=O)n(CCN3CCC(c4nc5cc(C(F)(F)F)ccc5[nH]4)CC3)c2c1,6,5.580444813
10551,CCCCCCCCCCCCCCC,4,4.056520462
10833,CC=CC(=O)N(CC)c1ccccc1C,4,4.095330238
7360,CCCCCCCCCCCCCCCCCC[N+](C)(C)C,4.758617776,4.954090118
3893,C[C@@H]1OCC2(CCN(c3nc4[nH]nc(-c5ccnc(Cl)c5Cl)c4c(=O)n3C)CC2)[C@@H]1N,5.92,5.552483559
5672,Cc1ccn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@@H]2CO)n1,7.68,7.845252037
6534,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(Cl)s4)nc31)[C@H](O)[C@@H]2O,4.89,4.572779655
4777,Cn1nccc1CCOc1ccc(C2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1,4.75,5.364851475
6092,Cc1ccc(CN2CCN(C(=O)C(=O)Nc3ccc4c(ccn4C)c3)CC2)cc1,5.12,5.052987576
257,CCCCCCCN(CC)C/C=C/Cc1ccccc1,6.75,5.499438286
2772,COc1ccc2ncc(=O)n(CCN[C@H]3CC[C@H]4[C@H](C3)OC(=O)N4c3ccc4c(n3)NC(=O)CO4)c2n1,5.16,4.986108303
7788,O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,4.635103451,4.482847214
8903,CC(=O)N[C@@H](CCC(N)=O)C(=O)O,4,3.983304739
2035,O=C(Nc1ccc(Cl)cc1CO)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1,5.48,5.480532646
1576,COc1cc(-c2cn(CC(=O)N(CC(F)(F)F)c3ccc4c(c3)CCC4)nn2)ccc1-n1cnc(C)c1,5.83,5.459989548
3351,Cc1ccc2c(-c3nnc(SCCCN4CCc5nc6ccc(C(F)(F)F)cn6c5CC4)n3C)cccc2n1,5.3,6.070982933
8897,CC(=O)CN(CC(C)=O)N=O,4,4.003678322
5919,Nc1nc2cc3c(cc2s1)CCN(Cc1cscn1)CC3,4.82,4.912210464
11505,Clc1cccc2ccccc12,4,4.006908417
1798,COc1ccc2ncc(F)c(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2n1,5.31,5.030817509
955,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2ccc3c(c2)OCO3)c1,9.21,7.750314713
10999,CCOC(=O)c1ccc(OCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,4,4.171583176
4031,Cc1ccc(-c2c(C)c(CNC3CCCC3F)nn2-c2ncccc2Cl)cn1,4.52,4.791313171
11121,CCOCCOCCOCC,4,4.01569128
11037,CCOC(=O)COc1ccc(Cl)cc1Cl,4,4.119275093
12097,COC1=CC(=O)O[C@@H](/C=C/c2ccc3c(c2)OCO3)C1,4,4.383107185
11210,CC(C)(C)NCC(O)c1ccccc1Cl,4,4.031804085
1682,COc1cc(N2C(=O)N(c3ccc(-c4cccc(C(=O)O)c4)cc3)C(=O)C23CCN(Cc2ncccc2C)CC3)ncn1,5.16,5.233832836
12551,NC(=O)CI,4,3.995967627
7327,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,4.804672779,5.704084873
8498,c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,4,4.50898695
12360,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,4,4.996266365
4316,O=C1NCCc2nc(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc21,5.6,5.713959217
6751,N[C@@H]1c2ccc(F)cc2CC12CCN(c1cnc3c(N4CCCc5ncccc54)n[nH]c3n1)CC2,6.52,5.732860088
4661,Cc1cc(S(C)(=O)=O)nc2c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c(F)cnc12,7.91,7.574380875
12285,COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1,4,4.067428589
6082,CCCN(CCC)[C@H](c1ccccn1)[C@@H](c1ccccn1)N(CCC)CCC,5.2,4.468047619
3452,Cc1nc([C@@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccccn4)c[nH]3)Cc3c2[nH]c2ccccc32)no1,5.31,5.299247742
10439,C=CCOC(=O)CCCCCC,4,4.026385784
11497,Clc1ccccc1Cl,4,4.053679943
7848,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,4.360103451,4.156941414
4573,Fc1cccnc1-c1ccc2[nH]nc(-c3cncc(O[C@H]4CNCCC45CC5)n3)c2c1,5.52,5.610938072
3674,CCc1nn2c(C)cc(C)nc2c1Cc1ccc(CCC(=O)N2CCNCC2)cc1,4.64,4.848400593
1064,CC1(c2cccc(-c3cccc(Cl)c3)c2)N=C(N)CCO1,5.21,5.00334549
7001,CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,5.938006113,5.537420273
4818,CO[C@H]1CCN(CCn2ncc3cc(-n4ccc(OCc5ccccc5)cc4=O)ccc32)C1,5.75,5.803442478
12037,COC(Cc1ccccc1)OC,4,3.996401787
12759,C=CCn1c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21,4,4.103940487
7798,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,4.610103451,4.137673378
10835,CCN(C)N=O,4,4.002182007
4189,C[C@@H](NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,5.04,5.155488014
8549,C=C(C)[C@@H]1CC[C@@H](C)C[C@@H]1O,4,4.036820889
2507,Nc1n[nH]c(N2CCC(N(CCc3ccc(Cl)cc3)CC3CCCO3)CC2)n1,4.82,5.099565029
5967,Cc1cc(C)nc(N2C[C@H]3CN(C(=O)c4cccc(F)c4-n4nccn4)C[C@H]3C2)n1,5.22,5.016444683
10672,CCCCCCOCCOCCO,4,4.033889294
1047,Nc1nc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)c2cc(C3=CCN(C4COC4)CC3)[nH]c2n1,5.07,5.284448147
9901,Cc1cccc(N)c1C,4,3.995500565
9699,Cc1nc(-c2ccc(Cl)cc2)oc1COC(C)(C)C(=O)O,4,4.34325552
11671,CN(C)c1ccc(N=O)cc1,4,3.967181444
1043,CC1(C)CN(C(=O)Cn2c(=O)c(C(=O)NCc3ccc(Cl)cc3)cc3cccnc32)C1,5.28,5.15425539
9188,CC(C)=CCC[C@@](C)(O)[C@H]1CC=C(C)CC1,4,4.121093273
11185,CCCc1ncc(C[n+]2ccccc2C)c(N)n1,4,4.373094559
6698,CCCNC(=O)CCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O,8.8,7.369972706
7335,CS(=O)(=O)c1ccc([C@@H](CC2CCCC2)C(=O)Nc2cnccn2)cc1Cl,4.793436785,4.85419035
8994,CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,4,3.964436054
7579,BrCC(Br)C1CCC(Br)C(Br)C1,4.46201985,4.187278748
9287,CC1=CCC(C(C)C)C=C1,4,4.007256508
6009,CC1(C)OC2(CCN(CCc3ccccc3)CC2)CN(c2ccccc2)C1=O,7,5.88873291
4204,Cc1onc(-c2ccc(F)cc2)c1COc1ccc2c(n1)CCN(C(=O)N(C)C)C2,5.08,5.041145802
2392,COc1ccccc1Oc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccc(Cl)cc1)CC2,8.086666667,7.188951492
6069,O=C(c1cccc(Cl)c1Cl)N(c1ccccc1)[C@H]1CCNC1,5.1,5.560129166
9544,CC[N+]1(C)CCCC1.O=S(=O)(NS(=O)(=O)C(F)(F)F)C(F)(F)F,4,4.031814575
11138,CCOP(=O)(OCC)SCCSCC,4,4.014717579
9785,Cc1cc(C)[nH]c(=O)n1.O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc([N+](=O)[O-])cc1,4,4.454195023
12703,Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,4,4.513481617
11841,CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,4,4.011781216
9702,Cc1ccc([N+](=O)[O-])cc1N,4,3.997905731
12655,Nc1cc(=O)nc(N)[nH]1,4,3.994158506
1055,Cn1c(SCCCN2CC[C@]3(C[C@@H]3c3ccc(C(F)(F)F)cc3)C2)nnc1-c1nccs1,6.35,6.413938522
5626,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2)n1C(C)C,5.52,4.83500433
7917,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,4,4.032914162
10355,CCCCC(CC)COC(=O)CCCCCCCCC(=O)OCC(CC)CCCC,4,4.004765034
23,CN(C)CCCN1c2ccccc2CCc2ccccc21,5.185240483,5.224347591
7744,C[N+](C)(CCOc1ccccc1)Cc1cccs1,4.821339446,4.555999279
8278,CNC(=S)S,4,4.016439438
12274,COCCOC(=O)c1ccccc1C(=O)OCCOC,4,4.031365871
9747,Cc1ccc(O)c(C(C)(C)C)c1,4,4.050056458
1838,Fc1cccc(OC(CC2CNC2)c2ccc(Cl)c(F)c2)c1,5.84,5.73640871
10647,CCCCCCCO,4,4.027822018
10841,CCN(CC)C(=O)N(CC)CC,4,4.075562
6489,CCC(=O)CCCCC[C@H](NC(=O)C1(F)CN(C)C1)c1ncc(-c2cc3ccccc3nc2OC)o1,4.87,5.157534122
7119,CC=O,5.273524313,3.995500565
1560,CCc1c(C(=O)NC(C)(C)c2nnnn2C)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,4.64,5.418351173
13131,O=C(O)c1cc(Cl)cc([N+](=O)[O-])c1Cl,4,4.019833565
10218,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,4,4.476768494
12374,CSc1ccc(Cl)cc1,4,4.077925682
339,COc1ccc2ncc(F)c([C@@H](O)CC[C@@H]3CCN(C4CC(c5cc(F)cc(F)c5)C4)C[C@@H]3C(=O)O)c2c1,4.85,4.77986145
4233,CC(C)N1CCCC1CNC(=O)N1CCC(c2nc(-c3ccc4ccccc4n3)no2)CC1,4.77,5.166073799
13195,O=C(O)c1ccccc1-c1ccc(C(F)(F)F)cc1,4,4.242836475
12776,NCC(CC(=O)O)c1ccc(Cl)cc1,4,4.069377899
8146,CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,4,4.055252552
12208,COc1ccccc1OCC1CNC(=O)O1,4,4.103882313
11018,CCOC(=O)CC(C)O,4,3.998170137
809,O=C1CN(CCc2ccc(F)cc2)CCN1[C@H]1CCc2cc(CN3CCC(C(F)(F)F)CC3)ccc2C1,5.7,5.559470654
12355,CCOC(=O)c1cccc(N)c1,4,4.012136459
8370,O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1,4,4.239186764
10563,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,4,4.081629276
5835,Cc1ncoc1-c1nnc(SCCCN2CCc3cc4nc(CC5CC5)oc4cc3CC2)n1C,6,5.424459457
4864,NC(=O)c1cnc(SC2CCCNC2)c2cc(-c3ccccc3)sc12,5.31,5.422058105
11745,CN1C(=O)CC(C)(c2ccccc2)C1=O,4,4.049337387
7460,CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,4.671339446,5.55923748
8104,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,4,4.017205715
7958,C[N+](C)(C)CC(=O)O,4,4.023649216
2608,COc1c(C(C)(C)C)cc(C(=O)N2CCN(C(=O)CCCCC(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1C(C)(C)C,5.05,5.697063446
10485,CCCCCCCCBr,4,4.028618336
11757,CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,4,4.113699913
2282,Cc1ncn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2CCO)n1,7.58,7.528907776
9087,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1,4,4.976788998
4648,COc1ccccc1CC(c1ccc(F)cc1)N1CCNCC1,4.8,5.120341301
11272,CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1,4,4.0612607
2079,CCN(CC)C(=O)c1ccc(C(=C2CCN(Cc3ccc(F)cc3)CC2)c2cccc(NC(C)=O)c2)cc1,5.52,5.66770792
5593,CCCCCCCN(CC)CC#CCCc1ccc(C)cc1,5.72,6.199904919
6887,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc3nc(OC)ccc3c2)[nH]1,5.48,4.903059959
765,CCn1cc(C2(c3nn(C)c(=O)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,4.4,4.672933578
12955,O=C(OCCOCCOCCOC(=O)c1ccccc1)c1ccccc1,4,4.228817463
10508,CCCCCCCCCC(C)C=O,4,4.028618336
13274,O=C(O)CN(CC(=O)O)CC(=O)O,4,4.112919807
12365,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,4,4.163350582
1875,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cc(O)ccc32)cc1,4.22,4.967440605
6768,O=C1S/C(=C\c2ccc(Oc3ccc([N+](=O)[O-])cc3)cc2)C(=O)N1c1ccc(OCCCCN2CCN(CC3CC3)CC2)cc1,4.26,5.538635254
875,CNCc1cc(F)c(Cl)cc1Oc1ccc(Cl)c(Cl)c1,5.49,5.112334251
6981,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,6.210103451,6.274687767
12397,CCCn1cc[n+](C)c1.F[B-](F)(F)F,4,4.114856243
12900,Oc1ccc2c(c1)OC[C@@H](N1CCC(O)(c3ccc(F)cc3)CC1)[C@H]2O,4,4.850231171
9151,C=CC(C)(C)O,4,4.008585453
4794,CC(C)(N)C(=O)N1CCn2c(nc(-c3ccc(F)cc3)c2Nc2ccc(F)cc2)C1(C)C,4.66,5.115828991
12271,COCCOC,4,4.004546642
9556,CC/C=C\CCCCCCCCCCOC(C)=O,4,4.037051201
9367,C=CC(=O)NC(C)C,4,3.997084141
10288,CCCC(=O)O,4,3.990129709
5435,CN1CCOc2c1cnn1c(-c3ccc4ccnc(NC5CCCCC5)c4c3)nnc21,5.4,5.392306805
7852,O=Cc1ccc([N+](=O)[O-])cc1,4.357242002,4.038387775
9199,CC(=O)OC/C=C(\C)CCC=C(C)C,4,4.006319046
12473,IC(I)I,4,3.995500565
8667,C=CC(=O)OCC1CCCO1,4,3.972530365
2038,Cc1ccc2c(-c3nnc(SCCCN4CCc5cc6nc(C(C)(C)C)oc6cc5CC4)n3C)cccc2n1,6.1,5.859218121
3149,CN(C(=O)c1ccc(-n2cccn2)cc1)[C@@H]1CCN(C2CCC2)C1,4.6,5.27465868
13347,O=C(c1ccccc1)C1(O)CCCCC1,4,3.937585592
198,Fc1ccc(N(CCNCCCc2ccccc2)c2ccc(F)cc2)cc1,8.61,6.810797215
5301,COCc1ccc(-c2cc3c(cc2F)ncc2c3n(C3CCOCC3)c(=O)n2C)cn1,4.57,4.905234814
5344,O=C(O)c1cnc2c(N3CCN(CCc4ccc(OCCCN5CCCCCC5)cc4)CC3)cccc2c1,4.7,4.702770233
7278,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,4.904672779,5.171849251
6672,C[C@H]1CN(c2scnc2-c2nc3ccccc3[nH]2)CCN1C(=O)Cn1cnc2cccnc21,6.2,5.693734169
601,CC1(C)Cc2cccc(CN3CCC4(CC3)CCN(C(=O)c3ccc(N)cn3)CC4)c2O1,4.395,4.967185974
6718,COc1cc(F)cc(-c2cncc(-c3nc4cc(C)ccc4[nH]3)c2N2CCC(N)CC2)c1,5.08,5.522764206
6507,Cc1ccc(-c2cc(S(C)(=O)=O)cc(S(=O)(=O)c3cnc(CN)s3)c2)cc1,5.5,4.812040806
3681,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)C(C)(C)C(=O)O)CC1,4.25,4.830604076
576,O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,6.57,5.150713921
13548,OCc1ccccc1,4,3.978619337
60,CCNC1(CNC(=O)N2CCC(c3nc(-c4ccc5ccccc5n4)no3)CC2)CCCC1,4.62,4.994626045
8739,c1ccc2c(c1)CCNC2,4,3.905489683
1690,COc1ccc2ncc(F)c(CC[C@]3(O)CC[C@H](NCc4ccc5c(c4)OCCO5)CC3)c2n1,5.64,5.264340401
9943,CC1=CCC2C(C1)C2(C)C,4,4.054063797
12327,CCn1cc[n+](C)c1.COS(=O)(=O)O,4,4.047349453
7048,O[C@@H](CNC[C@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,5.604672779,5.100593567
6285,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)C3CCC3)cc21,4.42,4.762106895
6782,CS(=O)(=O)c1ccc(-c2cc(N3CCOCC3)nc3c(-c4ccn[nH]4)nccc23)cc1,5.24,5.061649799
5707,O=c1[nH]c(CCCN2CC=C(c3ccc(F)cc3)CC2)nc2c(Cl)cccc12,5.58,6.040638447
1206,CCN1CCN(c2cc3[nH]c(C(=O)[C@]4(CC)CC[C@@](C)(O)CC4)nc3cc2Cl)CC1,4.96,5.216451168
1589,O=C(NC1CCCCC1)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,5.85,5.745388985
7764,CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,4.696339446,4.785098076
12256,COCC(C)OC(C)=O,4,3.995967627
6090,O=c1ccc2ncc(F)c3c2n1CC3C[C@H]1OC[C@H](NCc2ccc3c(c2)OCCO3)CO1,4,4.622189045
11297,Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,4,4.703074932
7516,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,4.621339446,4.03202486
12425,FC(F)(F)C(Cl)(Cl)Cl,4,4.080027103
4975,CCn1cc([C@@]2(c3nnc(N(C)C)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,5.26,5.122455597
6687,COc1ccccc1CCN1CCC(CCc2ccccc2OCCF)CC1,6.37,6.162739754
6424,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@@](O)(c3ccns3)CC2)C1,4.62,4.819601059
6954,OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,7.038006113,5.945850372
9258,CC(C)c1ccccc1N,4,4.028419971
1812,CC#Cc1cc(-c2n[nH]c3c2Cc2cc(CN4CCN(C)CC4)ccc2-3)cs1,5.85,5.382647038
5836,CCc1nc2cc3c(cc2o1)CCN(CCCSc1nnc(-c2ccc(F)c(F)c2)n1C)CC3,5.9,5.841743469
4893,CN1CCC(c2noc(-c3cnc(Nc4ccc5c(c4)C(C)(C)OC5=O)nc3N[C@H](CO)c3ccccc3)n2)CC1,5.6,5.323185921
1484,CNC(=O)CN(CCc1ccc(Cl)cc1)C1CCN(c2nc(N)n[nH]2)CC1,5.58,5.115190029
3607,C[C@@H]1OCC2(CCN(c3nc4[nH]nc(-c5cccc(Cl)c5Cl)c4c(=O)n3C)CC2)[C@@H]1N,6.54,6.04776144
1897,O=C(Nc1ccc(-c2nnc(NCCCCN3CCOCC3)o2)cc1)c1ccccc1F,4.365,4.765367031
13089,O=C(O[C@@H](C(=O)O)[C@@H](OC(=O)c1ccccc1)C(=O)O)c1ccccc1,4,4.062408447
10537,CCCCCCCCCCCCC(=O)O,4,4.027374268
5931,CCC(CC)CNc1c(C(N)=O)c(C)nc2ccc(-c3cccnc3)cc12,6.17,5.704692364
9343,C=C(C)C(=O)OCC(C)C,4,3.994453192
9471,CC(COc1ccccc1)NN,4,3.96187067
13797,Cc1cc(C(=C2C=CC(=Nc3ccccc3)C=C2)c2ccc(Nc3ccccc3)cc2)ccc1N,4,4.412854671
7928,CCC[N+]1(C)CCCCC1,4,4.005067348
8454,Brc1nc2ccccc2s1,4,4.012908459
6475,O=C(N[C@@H]1CCOC1=O)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1,4.52,4.731257439
7810,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,4.560103451,4.048661232
10690,CCCCN(CCCC)C(=O)N(CCCC)CCCC,4,4.187592506
3141,CC(C)C[C@@H]1NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H]2CSSC[C@H](NC(=O)[C@@H](N)Cc3ccc(O)cc3)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N3CCC[C@H]3C(=O)N[C@H]3CSSC[C@H](NC(=O)[C@H](C(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c4ccccc14)C(N)=O)CSSC[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(=O)O)NC3=O)C(=O)N2,6.11,6.460263729
11954,COC(=O)c1sccc1S(N)(=O)=O,4,4.030648708
3903,Clc1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)s1,6.28,6.078914642
373,Cc1cccnc1CN1CCC2(CC1)C(=O)N(c1ccc(-c3ccc(C(=O)O)cc3)cc1)C(=O)N2c1cnccn1,4.8,4.977264881
8295,COc1nn(C(=O)NS(=O)(=O)c2ccccc2OC(F)(F)F)c(=O)n1C,4,4.164837837
11851,CNC(=O)Oc1ccccc1OC(C)C,4,3.987617254
5863,CC(C)(N)c1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,5.13,5.259765625
980,Cc1cc(C)n(-c2cc(NC(=O)CCN(C)C)nc(-c3ccc(C)o3)n2)n1,6.19,4.838620186
5460,Nc1nc(NCc2cc(C3CC3)on2)c2c(ccn2Cc2ccccn2)n1,6.7,5.326287746
1548,O=C(c1ccccc1Oc1ccccc1)N(c1ccccc1)[C@H]1CCNC1,5.55,5.37567234
669,CCCc1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12,4.58,6.160656929
714,Cc1c(CCN2CCN(C(=O)Cc3cncc(-n4cnnn4)c3)CC2)ccc2c1COC2=O,4.68,4.77347374
3510,CC(C)(O)c1ccc(C#Cc2cccc(-n3cc(C(=O)NC4CC4)c(=O)c4cccnc43)c2)c[n+]1[O-],4.05,4.567373276
12146,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,4,4.170012474
11108,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,4,4.200740814
9636,CC1(CO)CN(c2ccccc2)NC1=O,4,4.119800091
2794,COc1ncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)cn1,4.95,5.007482052
7146,COc1ccc2cc(S(=O)(=O)N[C@H](CC(=O)N[C@H](Cc3ccc(CN4[C@H](C)CCC[C@@H]4C)cc3)C(=O)N(C)C(C)C)c3ccc4c(c3)OCO4)ccc2c1,5.150746042,5.37760973
7411,Nc1ccc(N=Nc2ccccc2)c(N)c1,4.702657184,4.134334564
4291,Cc1cn([C@H](C)[C@H]2CCNC[C@@H]2F)c2nc(C(N)=O)cc(Cl)c12,5.16,4.87018013
4451,Cc1ccccc1C(C)N1[C@@H]2CC[C@H]1C[C@H](Oc1cccc(C(N)=O)c1)C2,8.31,8.427371979
3384,O=C(N1CCc2ncc(C(F)(F)F)cc2C1)[C@@]12CCC[C@@H]1C[C@@H](NCC1CCOCC1)C2,4.33,4.644142628
191,FC(F)(F)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,6.42,5.597572803
6387,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,5.37233639,4.346859455
8601,C[C@@H]1CC[C@@]2(OC1)O[C@H]1C[C@H]3[C@@H]4CC[C@H]5C[C@@H](O)CC[C@]5(C)[C@H]4CC(=O)[C@]3(C)[C@H]1[C@@H]2C,4,4.146100044
8208,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,4,4.131801128
6739,O=C1N(c2ccccc2)CC2(CCN(CCc3ccccc3)CC2)OC12CC2,5.92,5.663021564
1071,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccc1,5.6,5.626666546
6957,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,6.921339446,6.662705898
9625,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,4,3.988691807
5857,Cc1nc(C)c(-c2nnc(SCCCN3CCC4(CCc5cc(Cl)ccc54)C3)n2C)s1,5.6,5.915711403
